category,is_known,true_label,prediction,max_softmax,entropy,energy,min_distance,odin,mahalanobis
Cacomantis_sepulcralis,0,-1,12,0.92255396,-0.5355984,419.7034,-5.7329817,0.013258343,0.0
Pelargopsis_capensis,1,55,55,0.9993179,-0.007861281,416.38885,-4.1694646,0.0133234635,0.0
Cyanoptila_cyanomelana,0,-1,27,0.1740795,-3.6317232,421.6599,-8.130796,0.013200587,0.0
Pitta_sordida,0,-1,65,0.1525914,-3.5022306,420.47958,-9.30851,0.013200674,0.0
Spilornis_cheela,1,65,49,0.1768314,-3.6010113,422.12976,-7.5341067,0.013202183,0.0
Limosa_lapponica,1,42,42,0.96426255,-0.23983753,418.2062,-5.421857,0.013282796,0.0
Pycnonotus_jocosus,1,61,61,0.67984366,-1.2601967,419.67383,-6.4272857,0.013249631,0.0
Tringa_brevipes,0,-1,33,0.17954908,-3.2820563,418.68372,-10.504038,0.013208773,0.0
Himantopus_himantopus,1,39,39,0.9718293,-0.21282403,419.19104,-4.9140363,0.013275924,0.0
Strix_leptogrammica,0,-1,50,0.110121034,-3.6526425,423.09198,-7.151893,0.013195287,0.0
Gallinula_chloropus,1,35,35,0.954685,-0.33788222,419.37637,-5.4629335,0.013266406,0.0
Pelargopsis_capensis,1,55,55,0.9471608,-0.35824895,418.4451,-6.262891,0.013268056,0.0
Tyto_alba,1,73,73,0.88769925,-0.7589471,421.74048,-4.358303,0.013249241,0.0
Pachycephala_cinerea,0,-1,36,0.3398274,-2.8455143,420.93063,-7.5002923,0.013218633,0.0
Tringa_glareola,1,69,20,0.897431,-0.6199977,418.94012,-6.330701,0.013260507,0.0
Garrulax_leucolophus,0,-1,11,0.28733113,-2.6763864,420.3338,-8.243716,0.013216769,0.0
Chlidonias_hybrida,1,21,21,0.97132933,-0.21701148,419.6762,-4.6258965,0.013273275,0.0
Sterna_sumatrana,0,-1,10,0.9687538,-0.24601081,419.04016,-5.444705,0.013270983,0.0
Terpsiphone_affinis,0,-1,4,0.4123495,-2.6596751,421.07596,-7.188265,0.013220849,0.0
Orthotomus_ruficeps,0,-1,51,0.50194246,-2.287901,419.73553,-8.029765,0.013227352,0.0
Muscicapa_dauurica,0,-1,4,0.9601222,-0.3012107,418.24313,-6.395947,0.013269091,0.0
Motacilla_cinerea,1,45,45,0.9993888,-0.006722755,416.14777,-3.661657,0.013333768,0.0
Mulleripicus_pulverulentus,0,-1,4,0.15619466,-3.5154438,420.65338,-9.089237,0.013201223,0.0
Lalage_nigra,0,-1,0,0.21800394,-2.9333563,420.97806,-7.822732,0.0132137425,0.0
Psilopogon_haemacephalus,1,59,31,0.21945326,-2.9200811,419.1364,-9.695673,0.013213535,0.0
Ducula_aenea,0,-1,18,0.69962794,-1.4483069,419.25272,-7.2338967,0.013244473,0.0
Clanga_clanga,0,-1,53,0.14086203,-3.4976997,421.64368,-8.06505,0.01320188,0.0
Poliolimnas_cinereus,0,-1,44,0.6861417,-1.5576987,419.63855,-7.0173464,0.013242164,0.0
Pitta_moluccensis,0,-1,61,0.7905615,-1.2510908,420.66006,-6.0722313,0.013240983,0.0
Halcyon_smyrnensis,1,38,38,0.9881108,-0.10505863,417.938,-5.4440894,0.013285788,0.0
Lanius_cristatus,0,-1,75,0.53453803,-2.2784157,419.32227,-8.428625,0.013227666,0.0
Haliastur_indus,0,-1,65,0.28425756,-2.7153187,420.48264,-7.7858768,0.013220817,0.0
Micropternus_brachyurus,0,-1,58,0.12046919,-3.6175804,420.57843,-9.482481,0.013196918,0.0
Gallinula_chloropus,1,35,35,0.8259341,-0.8802811,416.65912,-8.180514,0.013266637,0.0
Zapornia_pusilla,1,75,75,0.99981016,-0.0022472697,414.62088,-3.977245,0.013350051,0.0
Numenius_phaeopus,1,49,49,0.9947031,-0.047853053,418.5038,-3.3610315,0.013306389,0.0
Ploceus_philippinus,0,-1,54,0.31002086,-2.9324493,419.04727,-9.479418,0.013217356,0.0
Micropternus_brachyurus,0,-1,36,0.27355486,-2.8874822,421.25098,-7.2536764,0.013217631,0.0
Orthotomus_ruficeps,0,-1,51,0.8616629,-0.9091501,420.54907,-5.764473,0.013246554,0.0
Strix_leptogrammica,0,-1,31,0.1214262,-3.7359614,423.09937,-7.1705956,0.013194211,0.0
Hierococcyx_sparverioides,0,-1,53,0.22042467,-3.2418976,420.82605,-8.2557,0.013210127,0.0
Butorides_striata,1,11,50,0.11270327,-3.7216086,422.98315,-7.300001,0.013194016,0.0
Pitta_sordida,0,-1,44,0.2922863,-2.5526829,420.8358,-7.78909,0.013215992,0.0
Cuculus_micropterus,1,26,26,0.9989309,-0.012341321,418.5931,-2.8382554,0.013311605,0.0
Calidris_ferruginea,1,15,15,0.96881235,-0.17608178,418.50644,-4.540276,0.013290476,0.0
Tringa_totanus,1,72,72,0.8409532,-0.9393419,420.69235,-5.495403,0.013248235,0.0
Pitta_megarhyncha,0,-1,44,0.123054594,-3.4628136,421.64874,-8.2984495,0.01319846,0.0
Anthus_rufulus,0,-1,63,0.12607323,-3.4328377,420.80493,-8.880294,0.013202086,0.0
Orthotomus_ruficeps,0,-1,51,0.18121466,-3.4163263,420.82306,-8.63014,0.013205012,0.0
Ardea_cinerea,1,8,8,0.9787708,-0.16949612,418.08304,-5.341611,0.013285327,0.0
Dicrurus_macrocercus,0,-1,44,0.16131875,-3.3811984,420.25275,-9.282652,0.013203969,0.0
Hierococcyx_sparverioides,0,-1,27,0.09836957,-3.640236,421.78098,-8.579443,0.013193026,0.0
Spatula_querquedula,1,63,63,0.91387814,-0.6019732,420.69543,-4.9920254,0.013255074,0.0
Calidris_pugnax,0,-1,68,0.46398944,-2.0737555,420.2523,-7.0341835,0.01323395,0.0
Caprimulgus_jotaka,0,-1,26,0.084805556,-3.7386527,421.34805,-9.199381,0.013190435,0.0
Orthotomus_sutorius,1,52,52,0.8762581,-0.67454684,418.9877,-6.0021214,0.013264386,0.0
Calidris_ferruginea,1,15,15,0.64270204,-1.765209,421.7554,-5.1072226,0.013239474,0.0
Pluvialis_squatarola,1,57,49,0.34818617,-2.594597,422.3001,-5.5407085,0.013226431,0.0
Actitis_hypoleucos,1,3,3,0.99759823,-0.025411166,418.41785,-3.60848,0.013303766,0.0
Cecropis_daurica,1,17,17,0.9340915,-0.43843532,420.10217,-5.126519,0.013261009,0.0
Ardea_purpurea,1,9,9,0.9119786,-0.46352684,416.08267,-7.849593,0.013278853,0.0
Zapornia_pusilla,1,75,75,0.9750856,-0.20249265,418.87827,-5.3310585,0.01327484,0.0
Elanus_caeruleus,1,30,30,0.9995059,-0.0059795715,416.66702,-3.7395496,0.01332552,0.0
Orthotomus_sutorius,1,52,52,0.84502375,-0.9892387,418.6126,-7.693524,0.013246827,0.0
Larvivora_cyane,0,-1,65,0.15396172,-3.4981403,420.1456,-9.488741,0.013202721,0.0
Dicrurus_leucophaeus,1,27,27,0.9409533,-0.4120119,419.26254,-5.5390196,0.013266892,0.0
Arenaria_interpres,1,10,10,0.8010617,-1.1725909,421.64935,-4.7445,0.0132454885,0.0
Pernis_ptilorhynchus,0,-1,14,0.161839,-3.4711242,420.3567,-9.293612,0.013202565,0.0
Aegithina_tiphia,1,4,4,0.9969318,-0.030364582,416.99304,-4.8244524,0.01330679,0.0
Pycnonotus_aurigaster,0,-1,22,0.40138552,-2.4927058,420.61926,-7.3759356,0.013224421,0.0
Ficedula_zanthopygia,0,-1,31,0.09114382,-3.7975938,421.68073,-8.84947,0.013190853,0.0
Centropus_bengalensis,0,-1,59,0.35649863,-2.5936854,419.38452,-8.64883,0.013223869,0.0
Pandion_haliaetus,1,53,53,0.99688256,-0.030077305,416.59006,-4.8175225,0.0133125065,0.0
Mixornis_gularis,1,44,44,0.9999447,-0.0007029419,412.7852,-4.304356,0.013370238,0.0
Nyctyornis_amictus,0,-1,36,0.31729552,-3.046382,421.53204,-7.1918488,0.013214749,0.0
Malacocincla_abbotti,0,-1,41,0.21801123,-3.0860076,420.42947,-8.632483,0.013210304,0.0
Charadrius_alexandrinus,1,19,19,0.9554137,-0.35173237,419.95926,-5.261618,0.013261193,0.0
Aethopyga_siparaja,0,-1,44,0.23729095,-2.8876703,420.29037,-8.403359,0.0132151395,0.0
Actitis_hypoleucos,1,3,3,0.9964378,-0.034840435,418.5306,-3.673279,0.0133013595,0.0
Dicrurus_macrocercus,0,-1,27,0.69332623,-1.3912811,419.6596,-6.945393,0.013242929,0.0
Tyto_alba,1,73,73,0.99497014,-0.04842247,419.83026,-2.8302426,0.0132951,0.0
Elanus_caeruleus,1,30,30,0.55480015,-2.2166438,419.8884,-7.9011087,0.013227053,0.0
Cuculus_micropterus,1,26,26,0.99348587,-0.06369911,419.495,-3.7875562,0.013286846,0.0
Corvus_macrorhynchos,1,24,24,0.69496983,-1.6211288,420.52264,-6.357233,0.013239219,0.0
Lalage_nigra,0,-1,4,0.77118784,-1.1468332,419.0197,-6.9951954,0.013250917,0.0
Limosa_lapponica,1,42,42,0.9953187,-0.039631896,416.31375,-5.1396065,0.013311937,0.0
Centropus_bengalensis,0,-1,18,0.64302933,-1.5146062,420.27994,-6.406196,0.013241776,0.0
Psilopogon_haemacephalus,1,59,59,0.9853271,-0.10039902,416.67575,-5.710416,0.01329909,0.0
Tringa_glareola,1,69,69,0.9508583,-0.34727144,418.46634,-6.347666,0.013266773,0.0
Dicrurus_macrocercus,0,-1,24,0.6294917,-1.8047248,419.0391,-7.9663277,0.013237607,0.0
Himantopus_himantopus,1,39,39,0.86735004,-0.55379546,417.82803,-6.401968,0.013274443,0.0
Psilopogon_haemacephalus,1,59,59,0.9984363,-0.01706963,418.0414,-3.6210299,0.013308588,0.0
Ardea_cinerea,1,8,8,0.929306,-0.38763344,419.93423,-4.294565,0.0132744955,0.0
Dendrocygna_javanica,0,-1,37,0.11315442,-3.3376343,421.52423,-8.212574,0.013201279,0.0
Dicrurus_paradiseus,1,28,28,0.9943218,-0.050795116,417.65933,-4.7364554,0.01329885,0.0
Chlidonias_hybrida,1,21,21,0.9930138,-0.060868554,418.88303,-3.8415594,0.013294381,0.0
Cuculus_micropterus,1,26,26,0.9979729,-0.022188295,418.91995,-3.2171404,0.013302248,0.0
Motacilla_tschutschensis,1,46,46,0.10770342,-3.6359978,420.66913,-9.466552,0.013195948,0.0
Caprimulgus_jotaka,0,-1,18,0.20952596,-3.2378936,420.30225,-8.73762,0.013210552,0.0
Numenius_phaeopus,1,49,49,0.99916065,-0.009231714,416.78146,-3.4410138,0.013328423,0.0
Butorides_striata,1,11,11,0.85001624,-0.983773,420.56488,-5.849184,0.013245475,0.0
Pycnonotus_goiavier,0,-1,11,0.13025458,-3.4439666,421.71277,-8.136963,0.013199817,0.0
Pachycephala_cinerea,0,-1,44,0.13701671,-3.2349272,420.6736,-8.826174,0.013205237,0.0
Pelargopsis_capensis,1,55,55,0.9996804,-0.003930977,416.39288,-3.4606023,0.013332951,0.0
Actitis_hypoleucos,1,3,3,0.99493825,-0.045853436,418.87656,-3.4336343,0.013300012,0.0
Pitta_moluccensis,0,-1,65,0.2006202,-3.2012196,419.8535,-9.137491,0.013211318,0.0
Garrulax_leucolophus,0,-1,31,0.23163101,-2.9908993,421.31543,-7.655818,0.01321155,0.0
Tringa_glareola,1,69,69,0.997004,-0.029893916,418.96844,-3.2634575,0.013301163,0.0
Merops_philippinus,0,-1,37,0.3671004,-3.0048227,420.87817,-7.8036366,0.013215288,0.0
Butastur_indicus,0,-1,41,0.17443624,-3.4609969,420.38116,-9.218643,0.013203139,0.0
Strix_leptogrammica,0,-1,50,0.13174817,-3.5805545,422.9805,-7.0024652,0.0131979585,0.0
Merops_philippinus,0,-1,31,0.35932565,-2.6655555,419.17972,-8.902784,0.013223474,0.0
Muscicapa_dauurica,0,-1,4,0.2963177,-2.5526617,419.7626,-8.460701,0.013221521,0.0
Surniculus_lugubris,0,-1,65,0.1213235,-3.5031672,420.93295,-8.984635,0.013199023,0.0
Vanellus_indicus,1,74,74,0.69519484,-1.2910473,420.34427,-6.1290627,0.013244452,0.0
Falco_tinnunculus,1,33,33,0.99585515,-0.04017076,419.08588,-3.3269536,0.013298731,0.0
Pitta_sordida,0,-1,65,0.2833839,-3.1068926,421.26108,-7.667073,0.013211976,0.0
Pycnonotus_simplex,0,-1,58,0.08397181,-3.6925962,421.06287,-9.430957,0.013191211,0.0
Charadrius_alexandrinus,1,19,19,0.9923496,-0.06540327,418.61438,-4.0404725,0.013295466,0.0
Poliolimnas_cinereus,0,-1,0,0.24722764,-2.8869407,420.63675,-8.060169,0.01321526,0.0
Loriculus_galgulus,0,-1,22,0.5099452,-2.391161,419.20148,-8.75076,0.013225077,0.0
Gelochelidon_nilotica,1,37,37,0.997122,-0.027904956,417.78003,-3.8390968,0.013309457,0.0
Xenus_cinereus,0,-1,72,0.9538526,-0.32532966,419.37326,-4.814771,0.0132750105,0.0
Larvivora_cyane,0,-1,4,0.17387016,-3.4700258,420.7745,-8.811449,0.013203389,0.0
Columba_livia,1,23,23,0.99607533,-0.038144086,416.99152,-5.029337,0.013304102,0.0
Charadrius_dubius,1,20,20,0.20286483,-3.3994937,422.05316,-7.402013,0.013204743,0.0
Cacomantis_sepulcralis,0,-1,12,0.36916545,-2.3925858,420.28867,-7.426506,0.013228161,0.0
Calidris_canutus,1,14,14,0.9988876,-0.011769451,416.57867,-4.3470716,0.013318829,0.0
Micropternus_brachyurus,0,-1,65,0.20744596,-2.6917336,420.64648,-7.9031234,0.0132170925,0.0
Arenaria_interpres,1,10,10,0.72739524,-0.7762642,418.21414,-5.9214644,0.013275883,0.0
Charadrius_alexandrinus,1,19,13,0.3187818,-2.50753,419.40698,-8.311028,0.013228153,0.0
Clanga_clanga,0,-1,5,0.12758254,-3.587637,421.53378,-8.444969,0.013198121,0.0
Acrocephalus_bistrigiceps,1,1,1,0.72343874,-0.9843731,419.44748,-6.3323994,0.013253878,0.0
Psilopogon_haemacephalus,1,59,59,0.99455065,-0.051531855,417.40274,-5.0477467,0.01329811,0.0
Accipiter_trivirgatus,0,-1,27,0.53168404,-1.975646,420.09802,-7.213126,0.01323349,0.0
Cinnyris_jugularis,1,22,22,0.99815,-0.019624632,417.3944,-4.11648,0.013310907,0.0
Pycnonotus_aurigaster,0,-1,4,0.6155691,-1.7131178,419.66095,-7.1965866,0.013239639,0.0
Prinia_flaviventris,1,58,58,0.9976082,-0.021571534,414.7411,-5.824337,0.01332349,0.0
Pycnonotus_goiavier,0,-1,28,0.9122665,-0.5102881,418.804,-6.0934653,0.013265499,0.0
Corvus_splendens,1,25,25,0.9993548,-0.007753662,417.43936,-3.416896,0.013319586,0.0
Gallinula_chloropus,1,35,35,0.88715756,-0.6248709,419.28464,-5.971987,0.013260918,0.0
Chalcophaps_indica,0,-1,55,0.3749088,-2.1937943,420.56046,-7.309582,0.0132259345,0.0
Falco_tinnunculus,1,33,33,0.9972107,-0.028533783,417.69067,-4.276284,0.01330478,0.0
Himantopus_himantopus,1,39,39,0.9859983,-0.12019867,418.78842,-4.808454,0.013282699,0.0
Numenius_phaeopus,1,49,49,0.62433106,-2.0274644,421.78192,-5.827298,0.013229517,0.0
Prinia_flaviventris,1,58,58,0.9686678,-0.2046559,417.14383,-6.0516143,0.013288326,0.0
Buteo_japonicus,0,-1,53,0.15487897,-3.576203,421.36694,-8.450821,0.013200358,0.0
Centropus_sinensis,1,18,18,0.9917374,-0.07803993,419.9296,-3.4051318,0.013286256,0.0
Numenius_arquata,1,48,48,0.9539366,-0.3189469,420.21008,-4.3255014,0.013270413,0.0
Muscicapa_dauurica,0,-1,2,0.42298287,-2.454752,419.55872,-8.344313,0.013225638,0.0
Pycnonotus_aurigaster,0,-1,61,0.8778735,-0.77646434,420.3887,-5.671566,0.013250041,0.0
Otus_sunia,0,-1,47,0.4026601,-1.944891,419.3607,-8.061752,0.013232092,0.0
Spilopelia_chinensis,1,64,64,0.9957967,-0.043201707,418.79868,-4.0611973,0.013292592,0.0
Chlidonias_hybrida,1,21,21,0.98966557,-0.08598414,416.58826,-6.2001905,0.013293711,0.0
Cacomantis_sepulcralis,0,-1,53,0.14648572,-3.2727032,421.06265,-8.594391,0.013203233,0.0
Dicrurus_macrocercus,0,-1,0,0.8589177,-0.83515334,419.0038,-6.5914183,0.0132565,0.0
Orthotomus_atrogularis,1,51,51,0.86618793,-0.6802157,417.80902,-7.3643074,0.013261883,0.0
Larvivora_cyane,0,-1,1,0.09829934,-3.637381,421.23212,-9.130302,0.013193797,0.0
Falco_tinnunculus,1,33,53,0.13841625,-3.4048386,421.61026,-7.8975496,0.0132045075,0.0
Himantopus_himantopus,1,39,39,0.7721017,-1.2753408,420.27902,-6.120597,0.01324541,0.0
Orthotomus_atrogularis,1,51,51,0.60915077,-1.8227855,419.35236,-7.790303,0.013235672,0.0
Hierococcyx_sparverioides,0,-1,26,0.113953866,-3.4415736,421.62863,-8.356825,0.013197853,0.0
Halcyon_smyrnensis,1,38,38,0.8357305,-0.98925143,419.7058,-6.4803524,0.013248512,0.0
Amaurornis_phoenicurus,1,6,6,0.9942973,-0.053502563,418.42505,-4.0784235,0.013297425,0.0
Pericrocotus_speciosus,0,-1,27,0.38152644,-2.471984,416.7567,-10.799358,0.013230575,0.0
Anthracoceros_albirostris,0,-1,22,0.2106728,-2.7430372,419.97815,-8.769511,0.013214517,0.0
Malacocincla_abbotti,0,-1,4,0.35998628,-2.833293,420.83704,-7.578267,0.013218849,0.0
Alcedo_atthis,1,5,5,0.8310989,-1.0947945,420.94617,-5.6818333,0.013242509,0.0
Pellorneum_malaccense,0,-1,29,0.08430355,-3.6618624,421.3057,-9.101032,0.013192487,0.0
Ducula_aenea,0,-1,11,0.259457,-2.9948962,418.63223,-9.967617,0.013216554,0.0
Hieraaetus_pennatus,0,-1,17,0.11459038,-3.2969887,420.52298,-9.124858,0.013202538,0.0
Leptocoma_calcostetha,0,-1,22,0.5448533,-1.98863,417.88153,-8.83069,0.013241743,0.0
Calidris_ferruginea,1,15,10,0.63437754,-1.5760186,419.7892,-6.76112,0.013243568,0.0
Corvus_splendens,1,25,49,0.058951817,-3.9583828,422.85303,-8.304926,0.013182401,0.0
Hierococcyx_sparverioides,0,-1,4,0.19554286,-3.0577006,420.36258,-8.721764,0.013210094,0.0
Cacomantis_sepulcralis,0,-1,12,0.8828283,-0.7854526,420.09042,-5.9958153,0.0132496925,0.0
Muscicapa_dauurica,0,-1,2,0.3133193,-3.0855744,420.99356,-7.7380247,0.013214581,0.0
Hypothymis_azurea,1,41,41,0.9994765,-0.0061813407,416.6729,-3.5971785,0.013327578,0.0
Corvus_splendens,1,25,25,0.9988427,-0.012862287,418.08606,-3.1755793,0.013314068,0.0
Cecropis_daurica,1,17,17,0.9787174,-0.17072704,418.85022,-4.9117603,0.013280778,0.0
Vanellus_indicus,1,74,74,0.99718314,-0.030104034,418.3214,-4.165335,0.013297572,0.0
Pluvialis_squatarola,1,57,57,0.63867646,-1.5487761,420.6404,-6.0431437,0.013241972,0.0
Ardea_purpurea,1,9,9,0.97721535,-0.18025362,420.2629,-3.6826918,0.013278412,0.0
Eudynamys_scolopaceus,1,31,31,0.84296757,-0.97422504,420.45926,-5.792781,0.013247649,0.0
Psilopogon_haemacephalus,1,59,59,0.9822187,-0.15170377,419.15167,-4.769371,0.01327853,0.0
Terpsiphone_affinis,0,-1,41,0.5332333,-2.3314867,420.08432,-7.7093554,0.013227084,0.0
Collocalia_affinis,0,-1,60,0.13851355,-3.5742471,421.83017,-8.078582,0.013199003,0.0
Terpsiphone_incei,0,-1,41,0.44067082,-2.4424205,418.49628,-9.347542,0.013226541,0.0
Pandion_haliaetus,1,53,53,0.990542,-0.08652006,418.69888,-4.7301483,0.013285311,0.0
Corvus_macrorhynchos,1,24,17,0.54782045,-2.336229,421.47388,-6.448758,0.013225228,0.0
Lanius_cristatus,0,-1,1,0.40228745,-2.8011935,419.57108,-8.789393,0.013219628,0.0
Pachycephala_cinerea,0,-1,4,0.15449329,-3.4130614,421.8612,-7.788157,0.013202453,0.0
Spilopelia_chinensis,1,64,64,0.9905608,-0.08469075,419.025,-4.2610555,0.013286944,0.0
Spilopelia_chinensis,1,64,64,0.9982002,-0.019927561,418.29825,-3.7062387,0.013304066,0.0
Ficedula_zanthopygia,0,-1,9,0.14109285,-3.4615755,419.97195,-9.744915,0.0132017005,0.0
Ardea_alba,1,7,7,0.99848324,-0.015599517,416.18298,-4.4609604,0.013322559,0.0
Cuculus_micropterus,1,26,47,0.21264364,-2.9416645,420.9114,-7.9545755,0.013212882,0.0
Dicrurus_macrocercus,0,-1,18,0.9996741,-0.0034920685,-8076.354,-8494.208,0.013359377,0.0
Centropus_bengalensis,0,-1,18,0.57379514,-2.0472145,419.3116,-7.944169,0.0132342065,0.0
Cyanoptila_cyanomelana,0,-1,41,0.07305696,-3.735298,420.7274,-9.931286,0.013189198,0.0
Cinnyris_jugularis,1,22,22,0.9982911,-0.017045414,417.6289,-3.6177251,0.013314426,0.0
Centropus_sinensis,1,18,18,0.16192913,-3.0884857,420.70078,-8.2634,0.013211556,0.0
Haliaeetus_leucogaster,0,-1,12,0.28175452,-2.506733,421.29553,-7.0154476,0.013220377,0.0
Gallinago_gallinago,1,34,34,0.92267066,-0.5518832,420.6327,-4.899564,0.013257071,0.0
Cacomantis_merulinus,1,12,12,0.99457896,-0.048276246,416.70538,-5.160179,0.013306235,0.0
Butorides_striata,1,11,11,0.9951025,-0.047746893,418.70755,-3.792766,0.013297773,0.0
Lanius_cristatus,0,-1,28,0.44947055,-2.5240583,420.7171,-7.2309914,0.013224891,0.0
Cinnyris_jugularis,1,22,22,0.968883,-0.24523552,419.209,-5.2892127,0.0132709155,0.0
Cacomantis_merulinus,1,12,12,0.9979001,-0.021577954,417.03812,-4.2884965,0.013313325,0.0
Cacomantis_sepulcralis,0,-1,12,0.73044866,-1.4877112,419.43335,-7.4413767,0.013239261,0.0
Cyanoptila_cyanomelana,0,-1,27,0.14719255,-3.4557023,421.2171,-8.61183,0.013200143,0.0
Alcedo_atthis,1,5,5,0.8634185,-0.8715146,419.3513,-6.7957106,0.013249063,0.0
Sterna_sumatrana,0,-1,10,0.9669603,-0.24420422,417.59286,-6.516386,0.013276088,0.0
Acrocephalus_orientalis,1,2,2,0.9881396,-0.07378119,416.8244,-4.6378117,0.013311462,0.0
Columba_livia,1,23,23,0.9940128,-0.056405142,418.74222,-4.2634096,0.013290841,0.0
Thalasseus_bergii,0,-1,66,0.14682159,-3.3820815,420.578,-9.154899,0.013201299,0.0
Dendrocygna_javanica,0,-1,44,0.11592301,-3.336885,419.60898,-10.158186,0.013201156,0.0
Malacocincla_abbotti,0,-1,44,0.51942456,-2.3991618,421.32684,-6.6783476,0.013224122,0.0
Pitta_sordida,0,-1,65,0.18456821,-3.326836,421.104,-8.273455,0.013206027,0.0
Hirundo_tahitica,0,-1,44,0.3072835,-2.7334757,420.57886,-7.72211,0.013220286,0.0
Picus_vittatus,0,-1,44,0.044011883,-3.944046,422.2027,-9.197111,0.0131797055,0.0
Ninox_scutulata,1,47,47,0.99905354,-0.01064924,417.67145,-3.316544,0.013317733,0.0
Orthotomus_ruficeps,0,-1,51,0.9913292,-0.0765756,416.90625,-5.998892,0.013292034,0.0
Tringa_totanus,1,72,72,0.9872908,-0.09989612,418.21085,-4.363855,0.013296584,0.0
Orthotomus_ruficeps,0,-1,49,0.11257524,-3.7429552,421.52682,-8.663162,0.013195318,0.0
Orthotomus_atrogularis,1,51,51,0.96462804,-0.26925388,419.21283,-5.1526337,0.0132725565,0.0
Motacilla_tschutschensis,1,46,46,0.9899593,-0.063049555,415.97272,-5.097234,0.013316672,0.0
Strix_leptogrammica,0,-1,31,0.2494116,-3.1713138,420.42245,-8.561487,0.013211438,0.0
Mycteria_leucocephala,0,-1,9,0.27970555,-3.2320075,421.66733,-7.3457384,0.013210932,0.0
Ficedula_mugimaki,0,-1,24,0.07360358,-3.8833818,421.81616,-9.068224,0.013186052,0.0
Elanus_caeruleus,1,30,30,0.9949156,-0.05095586,419.3161,-3.701555,0.01329049,0.0
Caprimulgus_affinis,0,-1,11,0.26410615,-3.0740623,421.28812,-7.592185,0.013212694,0.0
Aethopyga_siparaja,0,-1,27,0.25799733,-2.8866024,419.2977,-8.937108,0.013221493,0.0
Hemiprocne_longipennis,0,-1,33,0.24388835,-3.460359,421.64606,-7.7669225,0.013205499,0.0
Cyanoptila_cyanomelana,0,-1,22,0.11048946,-3.5152283,420.5678,-9.338516,0.013199107,0.0
Hierococcyx_sparverioides,0,-1,12,0.23307225,-3.122253,421.41382,-7.6273446,0.013210437,0.0
Centropus_bengalensis,0,-1,18,0.45326906,-2.4460971,420.19376,-7.532319,0.013227984,0.0
Lanius_cristatus,0,-1,1,0.60145754,-1.9364156,419.13052,-8.234798,0.0132328095,0.0
Pellorneum_malaccense,0,-1,41,0.23152867,-2.9256957,420.54297,-8.091564,0.013216011,0.0
Thalasseus_bergii,0,-1,5,0.3172517,-3.20477,421.22034,-7.7480927,0.013211553,0.0
Tyto_alba,1,73,73,0.990954,-0.0839995,420.1354,-3.3463898,0.0132841,0.0
Gerygone_sulphurea,0,-1,44,0.26813623,-3.1487863,420.11234,-8.8444395,0.01321163,0.0
Strix_leptogrammica,0,-1,65,0.09924396,-3.830183,422.62393,-7.910222,0.01319064,0.0
Limosa_lapponica,1,42,42,0.95397866,-0.29641008,419.21793,-4.527012,0.013281222,0.0
Dicrurus_macrocercus,0,-1,27,0.6985864,-1.5206436,417.65927,-8.733245,0.013245879,0.0
Phylloscopus_borealis,1,56,56,0.9996244,-0.0047262744,417.02396,-3.3534796,0.013325775,0.0
Psittacula_krameri,1,60,50,0.08994692,-3.7571878,422.71722,-7.816252,0.0131906895,0.0
Alcedo_atthis,1,5,5,0.997609,-0.024807079,417.49033,-4.159029,0.013309108,0.0
Arachnothera_longirostra,0,-1,41,0.16611579,-3.207451,420.57663,-8.794132,0.013206182,0.0
Gallinago_stenura,0,-1,11,0.1924771,-3.6248317,422.14236,-7.6151304,0.013201057,0.0
Pitta_sordida,0,-1,36,0.2250093,-3.0678277,422.1861,-6.9446335,0.013209272,0.0
Ardea_purpurea,1,9,29,0.49182093,-2.3945732,421.47437,-6.2983465,0.013227382,0.0
Pericrocotus_speciosus,0,-1,4,0.2462772,-2.7607827,419.36093,-8.741516,0.013223196,0.0
Larvivora_cyane,0,-1,4,0.098102115,-3.7535565,421.6484,-8.765978,0.013192412,0.0
Motacilla_cinerea,1,45,45,0.997233,-0.028369188,417.97012,-4.000954,0.013304724,0.0
Cecropis_daurica,1,17,17,0.99750715,-0.022351168,416.8993,-4.2256494,0.013316,0.0
Lonchura_punctulata,0,-1,4,0.28725907,-2.868057,419.86475,-8.692813,0.013217057,0.0
Pycnonotus_jocosus,1,61,61,0.35109907,-2.6863298,420.67996,-7.709464,0.013219155,0.0
Nycticorax_nycticorax,1,50,50,0.9757612,-0.19232574,420.2221,-3.7903864,0.013277406,0.0
Ficedula_zanthopygia,0,-1,36,0.5249393,-2.4026802,419.94406,-7.9236717,0.013226097,0.0
Alcedo_atthis,1,5,5,0.097688444,-3.6927314,421.44214,-8.827029,0.013194349,0.0
Strix_leptogrammica,0,-1,50,0.0975714,-3.7627559,422.81927,-7.6301875,0.013191816,0.0
Surniculus_lugubris,0,-1,31,0.10268863,-3.687378,421.30847,-9.003694,0.013193788,0.0
Cacomantis_sepulcralis,0,-1,12,0.9645201,-0.24736382,418.47604,-5.568469,0.013277006,0.0
Cinnyris_jugularis,1,22,22,0.98967755,-0.09416851,419.3411,-4.153702,0.013284224,0.0
Limosa_lapponica,1,42,42,0.97826046,-0.1380449,416.90506,-5.502658,0.013299095,0.0
Gallinula_chloropus,1,35,35,0.6572379,-1.5666695,419.07758,-7.1992083,0.013247487,0.0
